sentiment	message
2	Happy Valentines Day <3... only if you live in Brazil, otherwise its just another irritating Monday.
0	Okay me and @megnicolelewis are about to watch The Woman In Black. This may be a terrible night.
2	@Real_Liam_Payne Saturday I buy my ticket for the TMHTOUR in Belgium! I m so happy!!!!
2	This goes way too fast :O Its been already a year that I saw Avril Lavigne in concert <3 October 25 2011, one of the best day of my life :D
2	Gambled on Chocolate Day as a successful theme day at work..turns out chdn DO like chocolate. Wed. is Gross Day. Hope kids like gross stuff.
1	Harry Redknapp is set to hold talks over the Blackburn job on Tuesday as he prepares for a return to management (Mail)
1	“@SupremeJuice_: I pull up in a scion , you pull up in a _______ .”84 Honda civic wagovan
1	So many choices of gigs this saturday night. The IBB at the Rugby club (which one, there are two up Twmpath?) and... http://fb.me/IXHJC9hD 
1	Yep, it s true. Torchlight II is a great game.
0	How many continents was The Challenge filmed on? 21? okay, what did you fail 2nd grade?
2	@TimOcchipinti Were going to be at Boys and Girls Club to clean tomorrow at 10am. They told us to bring boots and gloves. All are welcome.
1	Last hectic day in office b4 3 weeks in ASIA. 1st to IFEAT in Singapore. Then Taiwan, HK, CHINA.Then 3 wks of jet lag!Gets to me every time!
2	David Letterman had an interesting show on Monday. He is located in New York City. Because of the hurricane he... http://fb.me/1VZJfwcHu 
1	Anonymous asked: Just realized while watchin fri-end that the youtube account that uploaded the video is... http://tmblr.co/Z6RXowWOWK1Z 
2	November: my birthday month, election day, a weekend in San Fran with @AdamRGarcia, Naples for Thanksgiving, lots of friends & family. YES.
1	We need wide angela..RT @LestaE @JustSidi are we? Maybe we can get that lens, but wait for few years later. Gun shuqi is ready to help. Haha
0	I ve been on TV a few times now. Still waiting for the call from ITV about Dancing On Ice though. Starting to think I may be TOO famous.
1	Slap Shot: Nash, Back From Injury, Skates for Davos: Rick Nash of the New York Rangers returned to action in Switzerland on Tuesday.
1	Eleanor was just a fan when she met Louis it s funny bc she probaly wasnt a fan like she may have known who they were but she wasn t a fan
2	Nikon prostaff, can t wait to get it on and shoot tomorrow! pic.twitter.com/9z3DQMHu
2	@AP I hope they make sure to take care of Eli Manning, Giants Vs Pittsburgh on Sunday NFL
0	@jenscibs they canceled the Frankie date that was supposed to be tomorrow. So now everyone is going to the rescheduled show in South Bend.
1	I ve got 2 tickets to see Leonard Cohen in Rosemont, IL on November 23 that I can t use. Anyone interested? Face value is about $300.
1	@MCTachyon peaisonfire
2	@MittRomney come on Romney I may not be able to vote from Britain but I COMPLETLEY support you !!! Good Luck !
2	WWE raw should be interesting next week. The Road Dogg returned to WWE at the Royal Rumble and Shawn Michaels is going to be on Raw Monday
1	I m far too stressed about finishing this essay for tomorrow, so I shall minimise it and play Temple Run. ProblemSolved
0	did all my homework that s due in for later this week instead of the homework that s due for monday and tuesday, twat
1	Saturday Night Live Jeopardy skits with Will Ferrell >
2	Kendrick Perkins led the league for the 4th year in a row in SPM (Scowls per minute) literally laughed out loud
1	My MUFC XI for Super Sunday: De Gea, Rafa, Rio, Evans, Evra, Clevz, Nani, Young, Roo, Chicha, RVP. What about you?
2	Eli manning best 4th quarter QB in the game!
1	I don t want a love like Jonny and June, I want a love like Blake and Miranda.
0	Lin picks up a loose ball and just trucks Stuckey. Unfortunately, that s not allowed, to bench with 4th foul as Pistons reclaim lead, 67-65.
0	Not sure what im going to be for halloween yet. Sun Shine is just too obvious, Larry Bird is the front runner as of right now.
1	If Cundiff would ve made the Field Goal Sunday, I could ve been eatin  a free 6in sub at Subway for lunch!
2	Me personally don t see Grammy playing AFL again still 28 but i think he ll turn to something else now. Best of luck with what may be next.
0	I feel do bad.. My boo Asia bday event maybe cancelled for this Sunday!... I was soooo looking forward to it
1	Dirty Jim had to close that one out. If not, he may have started hearing comparisons to Cundiff in this town.
1	After the Mid Tennessee vs. Western Kentucky game, I hear they re gonna play the 2nd annual Ogalla, Nebraska Snail Chuckin  Pageant.
1	I m going to Bullet for My Valentine at O2 Academy Glasgow in Glasgow, United Kingdom - Mar 13 http://bnds.in/Tu6iFA 
1	It s Friday and the Soul Train is firmly parked in PRI for the Soul Show on the Radio, C mon Perth get your requests in for the next hour :)
1	People & Power travels to Egypt to see how the April 6th activists have been faring since Mohamed Morsi s election.
1	Next Tuesday is D2 s Chocolate Day! With Halloween right around the corner, this is sure to curb your candy craving: http://ow.ly/eM2NY 
2	Shit, yeah, it s Thursday, Russell Howards Good News and Celebrity Juice is on
2	Pretty good Thursday night with @juliecbirch! If only Rivers would stop sucking so bad!  @ Qualcomm Stadium http://instagr.am/p/RglngGyx6o/ 
2	My Heart is Gold, my Twat is glass, c mon baby can t ya see? Yes..a glass twat..better known as a womb with a view ;D LOL!
2	I m so good at gambling. I just owned Las Vegas. Leaving tomorrow morning for a weekend of dog sitting and homework. Not a bad week.
1	Who s on Google+? We want you to participate in a live Google+ Hangout with AnimalSense next Wed 10/24 at... http://fb.me/1l1MgJwYG 
0	I can not change yesterday. I can only make the most to day, and look with hope toward tomorrow. (Anonymous)
2	Had a wonderful workshop on Thursday at SAG office with Carol Nadell of Selective Casting. She is such a... http://fb.me/1KeUoF4v7 
1	@sarahjenne 2nd the Ryan budget was from many years ago, most recent didn t include that and Mitt s said many times he s the president and..
1	Why does everyone want to give Eli Manning credit for every win. The truth is Sunday s game should have been a blowout.
1	Charles Dickens may just have been me in another life. thisisme http://instagr.am/p/RHUKVDRUyz/ 
2	Going to Buffalo Wild Wings tomorrow with my life long friend Israel and my brother.. That s what I call a good night. KnicksNation
2	7:15pm tomorrow night I have a date with Denzel! Flight I can t wait!
2	Apple CEO apologizes for error-ridden new map app - Apple CEO Tim Cook apologized Friday for the company&039;s erro... http://ow.ly/2spR6O 
2	New Die Hard movie coming out Feb 14.. Looks like Bruce Willis is going to be my Valentines date:o)
2	I liked a @YouTube video http://youtu.be/Jm2JFTdLqbI?a  Anonymous - Remember, Remember the 5th of November
2	Hello man in pointy, multicoloured, snake skin cowboy boots, a suit and Axl Rose s hair, you ve made my Friday heart even happier.
1	REAL America will stand up for itself on Tuesday and make it count. Mitt is ready to lead us out of our Jimmy Carter funk we re in
1	Chael starts on FUEL TV on October 1st
1	Hmm, I think I am living the movie Ground Hog Day, Grandma Jan and Isaac are back again this weekend
2	Me;  ill bring your birthday card in on Friday  Kane;  aw really? It s the thought that counts I d prefer a tv  Twat
1	NFL News: New York Giants: Game-by-Game Predictions for the 2nd Half of the Season http://dlvr.it/2P8ftv  Football NFL NFCEast
2	Gotta go see Flight tomorrow Denzel is the greatest actor ever
0	THIS! RT @dianasproveri: Making @yvettenbrown happy. Yvette lemon/lavender cupcakes now at @Coffeeplusfood! http://lockerz.com/s/253897334 
1	Anonymous asked: beard tweetd that intense message at M on tuesday abit after the halloween partys and she... http://tmblr.co/ZjFWEuWP6a2n 
1	ladsontour mon the boys !!!!!!!!!!!!!!!!!!!!! theres only 1 thing missin BANJOOOOOOOOOOOOOOOOOO how NOOOOOOOOO
1	$$ Black Friday Deals Olympus OM-D E-M5 16MP Live MOS Interchangeable Lens Camera with 3.0-Inch Tilting OLED Tou... http://bit.ly/S8afN0 
0	Kobe in the 4th is like Eli Manning. Beware
1	Wednesday and Thursdays will be a struggle at work once the Champions League resumes *GMT +1*
1	Also need to be at least accredated in ACT or REBT before the end of 4th yr.
1	Axl rose through the bose in my rolls, through the concrete u see a rose still rose, counted up a million dollars fore that sun rose
0	If one more commentator references how smart the Dook players are, I may just turn this mess off. overratededucation dook
1	Played Dishonored (360), Darksiders 2 (360) and Mass Effect 3 (360) in the last 24 hours. http://raptr.com/skuall-7th?type=tw_sessiondigest …
0	Scariest man alive. Kendrick Perkins is close 2nd @jemelehill Ray Lewis is probably the only human being ever not born with an indoor voice
2	CAN I LIVE IN THIS VIDEO? Soul Train Line Let It Whip Dazz Band.mpg: http://youtu.be/eWVxLTnkx7c  via @youtube
1	Chargers may go 8-8 but that will make playoffs in AFC... NFC teams must win 10 games! Fact! @MikeHillESPN @mortreport @Edwerderespn @PTI
1	Late Halloween party next saturday & going as Thriller Michael Jackson, is it to controversial to hold a baby doll too?
0	Been sat in my room sticking down postcards of Tehran on the wall for God knows how long. Why has nobody invented a teleporting machine yet?
2	I must find some sleep.. Long day and weekend ahead of me..
2	@_CokeeBoys :] blancke street poppin now boii
2	hahahaha spanish people and Nadal s box all smiling after the break in the 5th set HAHAHAHAHAHA rewatchingAOfinal
1	Sick Beard: Download Finished: 3rd Rock from the Sun - 5x11 - Dick Puts the  ID  in Cupid
0	Sundays in the Sag is like a Friday in Idaho.....boring as fuck!
2	James Harden was nasty tonight. Didn t think he should leave a title caliber team but he s about to become Elite FearTheBeard
1	On Monday I go back to my old job for the fourth time. My life is the Groundhog Day movie.
2	If the Steelers play as good as they did Sunday I say keep the Bee uniforms on all the way to the Superbowl steelers
1	Harry Redknapp is being heavily linked with the position as Blackburn manager today. However, QPR may have begun courting him already...
0	@_warrendavis packers to win superbowl xlvii
2	yo I m excited for Royal Rumble might book that Monday off work so I can watch it
2	Procrastinating. I need to get ready for the 6th district Chicago Police Rally Against Violence. Chi-town cheer will be performing. King dr.
0	Will you have lunch with me tomorrow night?-random hoe that s hitting on Castle NOOOOOOOOO-Beckett
2	@nickjonas Happy 20TH Birthday Nick J! Hope it s one of the best! You ve accomplished so much already... And so much more to come. LOVE YOU!
2	factsaboutme When I was born. On that day , it was the 2nd day of Chinese New Year. Immediately , i gotten lots of redpacket :D
0	Work almost over with then these negros won t see my face till Monday night!
2	I ll be doing the Senior Bowl fun run with my niece next Saturday
1	Monta Ellis / Ellis had just two points on 1-of-11 shooting on Friday against http://goo.gl/fb/9mlTL  nba
1	If any Baltimore team mascots come up missing 1st person of interest should be Billy Cundiff! Or the Redskins mascot is taken blame him!
1	I want to go to Chapel Hill tomorrow for Halloween!
1	NO YOUTH tomorrow. Come to Fall Festival. Also, this Sunday High School will attend main service with the adults for Super Sunday!
2	I hope I can get a ticket to the 1D concert in Belgium!!!You can t order them till Saturday!Pfff...:s
1	Tech News: Apple software, retail chiefs out in overhaul - Apple Inc CEO Tim Cook on Monday replaced the heads of it... http://ow.ly/2sW2FA 
1	Low-fat Oasis - Edmonton Sun: Low-fat OasisEdmonton SunPoor Noel Gallagher -- up there all alone with his new ba... http://adf.ly/E7cxD 
0	3rd and goal at the 1 and Rivers throws a int. terrible pass by Rivers . Bad decisions cost u games. Geez half time Sd 10-3
2	Egypt s Morsi gets red carpet welcome in Iran: TEHRAN, Aug 29: Egypt s Mohamed Morsi is in Iran for the first visit... http://goo.gl/Bt6iL 
0	@matt02392 is on the radio instead. MT @WaterlooRd: It s the first week without any Waterloo Road. Going to be a boring Thursday.
0	Abs late last night (11pm :-) pic.twitter.com/HwfctLde
2	Ground hog day is such a good film, Sunday is for food and films sunday
2	If Seattle and Portland were knit together and covered by the California sun, you d have San Fran. Kinda love it.
